order_id,order_date,order_customer,item_category,item_vendor,order_item,order_price,order_qty,delivery_date,delivery_address
PO-1550,2022-05-04,Christopher Harmon,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,2979,2022-05-30,"443 Anthony Station
Mercerstad, MN 25197"
PO-1551,2021-06-13,Elizabeth Baker,機電產品,xMEMS Labs,Montara Series,206.85000000000002,1185,2021-10-11,"249 Bill Valley Apt. 840
New Lisamouth, MT 58177"
PO-1552,2021-11-05,Chris Murphy,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,1329,2022-03-18,"7670 Mary Tunnel
Port Michaelborough, PA 30344"
PO-1553,2021-06-26,Molly Harris,積體電路-IC,Lattice,MachXO,227.85000000000002,1986,2022-05-23,"31337 Ware Loop
Williamfurt, NM 24069"
PO-1554,2021-12-21,Gary Morales,類比-IC,Lattice,Snap™,259.35,1151,2022-03-25,"3977 Stanley Ramp Apt. 469
Juanburgh, MS 02534"
PO-1555,2021-10-05,Xavier Hall,記憶體,GigaDevice,GD25xx,36.75,1992,2022-02-18,"Unit 8155 Box 2744
DPO AE 51832"
PO-1556,2022-03-05,Keith Allen,微型組件,Synaptics,CX20924,211.05,2834,2022-03-20,"8041 Amy Heights
Chelseaside, CT 47809"
PO-1557,2022-04-27,Lorraine Pearson,積體電路-IC,Analogix,ANX7443,219.45000000000002,2398,2022-06-30,"PSC 0395, Box 9035
APO AP 11985"
PO-1558,2021-10-06,Sarah Hill,測試及測量,Rohde & Schwarz,HMC8015,19.95,1953,2022-05-24,"50182 Todd Spur
West Alexisborough, AZ 81900"
PO-1559,2021-09-25,Kristen Harrell,類比-IC,Monolithic Power Systems,MP6516,24.150000000000002,1631,2022-01-04,"0274 Lam Flat
Lake Rose, OH 89564"
PO-1560,2022-04-10,Carolyn Rodriguez,離散式元件,Littelfuse,LSIC1MO120E0080,201.60000000000002,2571,2022-04-30,"501 Katherine Falls Apt. 367
West Davidtown, KY 58681"
PO-1561,2022-03-25,Thomas Peters,光電產品,ams OSRAM,SFH203FA,51.45,1107,2022-06-14,"864 William Rest Suite 850
West Michelleshire, PA 67730"
PO-1562,2021-05-11,Robert Johnson,非光學傳感器,Superior Sensor Technology,FM Series,64.05,2055,2022-04-17,"Unit 3167 Box 7420
DPO AA 11932"
PO-1563,2021-06-18,Emily Moreno,非光學傳感器,Superior Sensor Technology,SP160 / SP110 / SP210,302.40000000000003,2934,2022-01-01,"8346 Julia Alley
Thomasville, GA 06082"
PO-1564,2021-10-06,Teresa Larsen,光電產品,ams OSRAM,SFH4544,107.10000000000001,1879,2022-02-15,"900 Leslie Corner Suite 260
Emilyville, NY 56654"
PO-1565,2021-07-25,Alicia Shepherd,記憶體,STMicroelectronics,Memories,297.15000000000003,2255,2022-03-07,"302 Sloan Alley Apt. 394
Port Lindashire, RI 98563"
PO-1566,2021-12-17,Michael Robertson,嵌入式模組,Thales,PLS8,64.05,1795,2022-03-31,"800 Amanda Glen Suite 632
Hawkinsstad, WY 32612"
PO-1567,2021-05-21,Kelly Monroe,嵌入式模組,BARAJA,G6_Sensor Pamphlet,60.900000000000006,1152,2022-03-30,"14053 Cervantes Overpass Suite 791
Gonzalezstad, IN 57828"
PO-1568,2021-11-10,James Todd,離散式元件,UnitedSiC,UJ3N,268.8,2070,2022-02-20,"69872 Katherine Fords
East Leroymouth, NC 96664"
PO-1569,2022-02-19,Katrina Leon,微型組件,Silicon Labs,EFM8BB5,53.550000000000004,1836,2022-04-05,"90592 Latoya Crossroad
Dodsonville, NE 68855"
PO-1570,2022-03-25,Michele Figueroa,測試及測量,Rohde & Schwarz,HMC8015,19.95,1335,2022-06-18,"15420 Deborah Lodge
West Williamchester, MS 38215"
PO-1571,2021-09-11,Richard Perez,記憶體,GigaDevice,GD5Fxx,141.75,2906,2022-03-20,"9087 Stewart Fields Suite 095
Port Brianshire, TN 71216"
PO-1572,2021-10-22,Julia Richards,非光學傳感器,Renesas,ZMOD4410,157.5,2686,2022-01-24,"PSC 8891, Box 6555
APO AE 61444"
PO-1573,2022-04-14,William Zamora,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.600000000000001,2811,2022-04-14,"33211 Nicholas Avenue Apt. 778
Port Alexis, UT 60602"
PO-1574,2022-04-27,James Barajas,記憶體,Western Digital (SanDisk),iNAND 7550,238.35000000000002,2568,2022-05-14,"Unit 8380 Box 7789
DPO AE 35520"
PO-1575,2021-08-16,Robin Curry,嵌入式模組,Silicon Labs,"Z-Wave 500, Z-Wave 700",177.45000000000002,1312,2021-10-22,"PSC 2944, Box 2478
APO AP 74196"
PO-1576,2022-01-07,Richard Hester,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,2852,2022-06-02,"9168 Thompson Square
Morganport, HI 27761"
PO-1577,2022-02-13,John Clarke,非光學傳感器,Superior Sensor Technology,ND210 / ND110 / ND120 / ND130 / ND005D,150.15,2912,2022-03-09,"42939 Thomas Pines
Thomasland, HI 15130"
PO-1578,2022-02-14,Sandra Williams,離散式元件,Littelfuse,LSIC1MO170E1000 Series,119.7,1701,2022-05-26,"6075 Brenda Dam Apt. 237
Ryanbury, LA 41717"
PO-1579,2021-06-16,Jessica Santos,嵌入式模組,Thales,Cinterion IoT Terminals-EHS6T,281.40000000000003,1331,2021-06-29,"9310 Lee Trace Suite 562
North Raymondland, MO 99347"
PO-1580,2021-04-01,Gerald Salinas,積體電路-IC,Terminus,FE2.1,179.55,1688,2022-01-23,"4806 Chung Spur
New Christopherstad, CO 35942"
PO-1581,2021-04-09,Jimmy Campbell,機電產品,TDK InvenSense,ICS‐41350,55.650000000000006,1756,2022-01-16,"PSC 4907, Box 2971
APO AP 53902"
PO-1582,2022-05-06,Mary Grant,類比-IC,Monolithic Power Systems,MPQ4214,170.1,2874,2022-05-09,"931 John Bridge Suite 290
Thompsonport, NY 05365"
PO-1583,2021-05-02,Kaitlyn Lowery,離散式元件,Littelfuse,437A Series,47.25,1755,2021-07-01,"102 Kennedy Loop Suite 116
Port Jamesland, UT 60875"
PO-1584,2022-01-21,Randy Levine,微型組件,STMicroelectronics,STA1295,87.15,2814,2022-03-01,"2059 Russell Drives
Arroyoland, MT 69980"
PO-1585,2021-06-29,Victoria Holmes,嵌入式模組,Silicon Labs,Giant Gecko GG11 Series 1,237.3,2828,2021-12-11,"USCGC Soto
FPO AA 29724"
PO-1586,2022-05-31,Wesley Gonzalez,微型組件,Synaptics,CX20924,211.05,2283,2022-06-05,"64535 Christopher Manors Suite 817
Michaelport, AR 49599"
PO-1587,2022-04-24,Emily Williams,類比-IC,Lattice,Snap™,259.35,2596,2022-04-29,"9975 White Trail
New Kevin, NY 41642"
PO-1588,2021-10-25,Ralph Reed,微型組件,STMicroelectronics,STA1295,87.15,2527,2022-01-20,"106 Jeffrey Mission Suite 786
Valeriechester, TN 71327"
PO-1589,2021-06-18,Olivia Valencia,嵌入式模組,Thales,PLS8,64.05,1710,2022-03-21,"65905 Antonio Pike
North Amanda, GA 01736"
PO-1590,2021-09-07,Andrew Perry,記憶體,STMicroelectronics,Memories,297.15000000000003,2175,2022-06-26,"584 Gomez Extensions Suite 161
Larsonmouth, WV 46092"
PO-1591,2022-05-14,Renee Smith,嵌入式模組,QuickLogic,EOS S3 EVB,254.10000000000002,2291,2022-05-30,"PSC 4685, Box 7893
APO AP 33944"
PO-1592,2022-04-23,Mr. Jeremy Ford DDS,光電產品,ams OSRAM,SFH4544,107.10000000000001,2112,2022-06-22,"02616 Cynthia Unions
Allenbury, DE 50192"
PO-1593,2021-10-25,Justin Thompson,類比-IC,STMicroelectronics,BALF-NRG-01D3,118.65,2667,2022-06-11,"97736 Brown Locks
North Maxtown, IL 66598"
PO-1594,2021-07-10,Megan Larsen,離散式元件,Littelfuse,437A Series,47.25,2627,2022-04-11,"46993 Joy Islands Apt. 359
East Michaeltown, SD 18039"
PO-1595,2022-04-14,Charles Hoffman,類比-IC,Celeno,CL8080,236.25,1347,2022-06-17,"0585 Braun Estate
Wongtown, WV 34560"
PO-1596,2022-01-23,Robert Mitchell,嵌入式模組,ELATEC,Nano RFID modules (LF or HF),68.25,1993,2022-02-22,"249 Hodges Inlet Apt. 898
Pearsonfort, NM 66413"
PO-1597,2021-07-17,Elizabeth Walsh,積體電路-IC,Terminus,FE1.1,246.75,2255,2021-08-08,"8866 Mason Orchard
South Edward, NJ 19868"
PO-1598,2021-05-31,Miranda Wilson,非光學傳感器,Sony Semiconductor,CXD5603GF,192.15,1645,2022-05-30,"922 Horn Gateway Suite 615
Lake Anthony, DC 80083"
PO-1599,2021-09-17,Brenda Gross,非光學傳感器,TDK InvenSense,IAM-20680,207.9,2162,2021-12-16,"042 Aaron Dale
North Timothyville, AK 69860"
PO-1600,2022-02-20,Kevin Russell,非光學傳感器,ams OSRAM,AS6200C,173.25,1004,2022-04-12,"Unit 0974 Box 4749
DPO AP 41985"
PO-1601,2022-02-19,Brian Zhang,嵌入式模組,ROHM,BSMXXXX series,264.6,2387,2022-03-29,"710 Sara Trail Apt. 328
Lake Thomas, OK 45318"
PO-1602,2021-04-28,Mariah Smith,類比-IC,Canyon Semiconductor,CY2332 / CY6572,10.5,1891,2022-05-29,"0888 Robinson Stravenue Apt. 603
South Glendachester, TN 16329"
PO-1603,2021-12-09,Kelly Hartman,機電產品,TDK InvenSense,ICS-40212,79.8,2648,2022-04-08,"0750 Rachel Centers
Coxborough, CA 72885"
PO-1604,2022-03-10,Laurie Davis,電池,GP,GP Supercell Carbon Zinc AA,122.85000000000001,1487,2022-04-18,"9862 David Fort Suite 136
Normanview, KY 24200"
PO-1605,2022-03-24,Felicia Hatfield,記憶體,CXMT,DDR4,283.5,2959,2022-06-21,"274 Felicia Island Apt. 982
North Benjaminberg, CA 87037"
PO-1606,2021-08-30,Mark Jones,光電產品,Sony Semiconductor,"IMX307LQD/LQR,  IMX335LLN/LQN, IMX412-AACK, IMX323LQN",123.9,2129,2021-11-11,"305 Hannah Expressway Suite 334
Lake Amymouth, IL 81208"
PO-1607,2021-11-21,Janice Myers,光電產品,ams OSRAM,TMD3702VC,128.1,1441,2021-11-23,"709 April Spur Apt. 199
Phillipton, KS 56456"
PO-1608,2022-01-16,David Bush,微型組件,Silicon Labs,EFM8BB5,53.550000000000004,1198,2022-06-01,"Unit 1159 Box 5522
DPO AE 44145"
PO-1609,2021-09-06,Joseph Wood,類比-IC,Torex Semiconductor,XC9282,290.85,2522,2021-10-17,"223 Hayden Camp
Port Collinberg, CA 66848"
PO-1610,2021-10-08,Jeremy Smith,類比-IC,Marvell,88X93160,236.25,1689,2022-01-01,"2846 Ian Falls Suite 657
North John, WA 04142"
PO-1611,2021-09-03,Keith Henderson,記憶體,Western Digital (SanDisk),iNAND 7550,238.35000000000002,2115,2021-12-20,"91031 Timothy Fords Apt. 772
Duranborough, OR 13148"
PO-1612,2022-02-04,Leah Phillips,積體電路-IC,STMicroelectronics,MP23ABS1,78.75,2933,2022-04-17,"417 Andrews Cliff Suite 846
Bruceville, VT 11642"
PO-1613,2022-03-23,Paul Cross,記憶體,Western Digital (SanDisk),X600,109.2,1812,2022-04-21,"6796 Nancy Ridge Suite 531
East Rodney, SD 30433"
PO-1614,2022-03-03,Scott Dalton,光電產品,Prophesee,PPS3MVCD,290.85,2376,2022-04-09,"2326 Nicole Pike
North Matthewmouth, TX 92959"
PO-1615,2021-10-15,Dana Dominguez,微型組件,Marvell,Prestera Ethernet Switch Family,180.6,1079,2022-05-05,"5407 Denise Spur
North Jesusfurt, VT 26260"
PO-1616,2021-08-16,Joseph Burke,非光學傳感器,Melexis,MLX90632,40.95,1783,2021-09-23,"456 Nathaniel Ridges
Martinezside, MT 72401"
PO-1617,2021-04-24,Kevin Brown,光電產品,ams OSRAM,SFH203FA,51.45,2892,2021-10-27,"68447 Jessica Port
New David, LA 06547"
PO-1618,2021-12-20,Gerald Roberts,記憶體,Western Digital (SanDisk),X600,109.2,2919,2022-03-08,"924 Gregory Avenue
Vasquezbury, OK 72279"
PO-1619,2021-04-14,Kathy Garza,光電產品,LUXSHARE ICT,"SFP,QSFP,OSFP",236.25,2424,2021-08-06,"USNS White
FPO AA 71679"
PO-1620,2021-12-04,Kathleen Dudley,微型組件,STMicroelectronics,STA1295,87.15,2139,2022-03-24,"449 Jennifer Creek Suite 080
Weissfurt, OR 12216"
PO-1621,2022-01-01,Margaret Thomas,離散式元件,ROHM,VS5V0BC1ES,18.900000000000002,1839,2022-03-29,"13671 Zachary Park Suite 105
Franklinhaven, MO 74443"
PO-1622,2021-04-04,David Olson,測試及測量,Rohde & Schwarz,HMC8015,19.95,2132,2021-08-24,"697 Kristen Mill
West Jesse, ND 19024"
PO-1623,2022-04-07,Brandi Jackson,類比-IC,Littelfuse,SZ1SMB Series,218.4,2966,2022-04-07,"461 David Ville
Christophertown, TX 20178"
PO-1624,2021-06-13,John Long,嵌入式模組,Silicon Labs,Series 2 Zigbee SoC,205.8,2597,2022-01-06,"85433 Jones Heights Suite 419
Port Kelliefurt, MA 09128"
PO-1625,2021-11-02,Elijah Williamson,機電產品,TDK InvenSense,ICS-40212,79.8,2741,2022-05-10,"876 Jason Gardens
East Joanna, UT 34077"
PO-1626,2021-05-25,Sheila Reed,電池,GP,CR123A,238.35000000000002,2117,2021-10-06,"4872 Stephens Unions
Michaelmouth, TX 51115"
PO-1627,2021-06-24,Jeffrey Nixon MD,機電產品,xMEMS Labs,Montara Series,206.85000000000002,2505,2022-04-15,"6296 Phillip Prairie Suite 713
North Nicole, WI 14966"
PO-1628,2022-04-19,Heidi Gamble,測試及測量,Rohde & Schwarz,HM8150 Arbitrary Function Generator,221.55,1272,2022-06-24,"39829 Walsh Bypass Suite 990
West Timothyshire, IL 53559"
PO-1629,2022-05-22,Lynn Liu,嵌入式模組,Silicon Labs,"Z-Wave 500, Z-Wave 700",177.45000000000002,1357,2022-06-24,"13368 Yolanda Isle
Matthewview, ME 44913"
PO-1630,2021-12-11,Lynn Jones,嵌入式模組,Taoglas,EDGE,107.10000000000001,1589,2022-01-11,"USS Ross
FPO AA 21486"
PO-1631,2022-02-13,Vanessa Ramos,記憶體,GigaDevice,GD5Fxx,141.75,1048,2022-04-20,"7711 Smith Islands
New Amanda, NV 20642"
PO-1632,2021-09-24,Susan Thomas,嵌入式模組,USI,WM-BN-BM26_A,18.900000000000002,2806,2021-10-12,"660 Gray Village
New Breannatown, CT 08821"
PO-1633,2022-01-02,Jose Sullivan,非光學傳感器,Sentons,SNT8XXX,106.05000000000001,2168,2022-03-09,"Unit 4444 Box 4592
DPO AA 42928"
PO-1634,2021-06-06,Ashley Day,非光學傳感器,TDK InvenSense,ICM-42688-P,236.25,2638,2021-06-08,"Unit 1155 Box 9250
DPO AE 70778"
PO-1635,2022-03-14,Gabrielle Anderson,非光學傳感器,STMicroelectronics,LIS25BA,51.45,1679,2022-03-15,"47460 Jennifer Court Apt. 663
Stokesview, OK 37874"
PO-1636,2022-01-07,Mrs. Angie Chase DDS,類比-IC,Power Integrations,InnoSwitch3-Pro,161.70000000000002,2102,2022-02-08,"44481 Williams Ramp Apt. 920
Port Ryan, OH 22034"
PO-1637,2021-04-01,Dr. Charles Ferguson,積體電路-IC,Skyworks,Si5391,250.95000000000002,2279,2022-04-11,"3003 Jones Alley Apt. 575
South Matthew, MI 01105"
PO-1638,2021-09-12,Casey Underwood,類比-IC,Monolithic Power Systems,MP26124,156.45000000000002,2296,2022-02-18,"3701 Donovan Ville
New Travisfort, IN 59613"
PO-1639,2022-05-30,Bobby Cooke,記憶體,Kingston Technology,KSM32RS8/16MER,25.200000000000003,2888,2022-06-29,"45329 Stephanie Stravenue Suite 131
Port Ashleyport, MA 62786"
PO-1640,2021-10-22,Mark Dawson,積體電路-IC,Skyworks,Si5391,250.95000000000002,2391,2022-06-11,"39660 Karen Lake Suite 588
Chasetown, VT 95904"
PO-1641,2021-04-01,Ryan Rich,電池,GP,CR123A,238.35000000000002,1122,2021-11-04,"981 Yolanda Islands
South Trevor, OR 25957"
PO-1642,2021-08-03,David Patterson,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2796,2021-11-25,"6583 Roberson Drives
Garciaview, NY 94496"
PO-1643,2021-09-11,Melody Wright,離散式元件,Littelfuse,AQ1003-01ETG Series,16.8,2243,2021-09-17,"38037 Kyle Burgs Suite 296
Karenstad, MA 15983"
PO-1644,2022-03-24,Stacey Cross,離散式元件,Littelfuse,TPSMA,217.35000000000002,2466,2022-04-06,"93764 Brown Manor
South Derek, IA 17358"
PO-1645,2022-04-28,Toni Chapman,連接器,Credo,Raptor 100 DSP,260.40000000000003,2979,2022-05-06,"5155 Alyssa Street Apt. 040
Lake Jessicahaven, CO 53484"
PO-1646,2021-09-27,Stephen Andrade,嵌入式模組,Thales,ELS31,180.6,1302,2021-12-21,"02801 Steven Way
East Anna, AZ 18118"
PO-1647,2021-10-14,Shelley Cherry,嵌入式模組,Thales,ELS31,180.6,1444,2022-05-10,"300 Andre Mall Apt. 172
Lindseyview, IN 96501"
PO-1648,2021-08-31,David Velasquez,機電產品,TDK InvenSense,ICS-40212,79.8,2917,2021-12-14,"293 Jennifer Pass Apt. 949
Lake Mark, SD 45694"
PO-1649,2021-10-16,Joseph Baldwin,類比-IC,Torex Semiconductor,XBP06V0U25R,213.15,2680,2021-12-12,"449 Dale Alley
North Anthony, WV 13927"
PO-1650,2021-10-30,Stephen Weeks,電池,GP,CR2025,99.75,2188,2022-01-23,"72130 Brian Way Apt. 320
Parkerfort, IL 69732"
PO-1651,2021-08-15,Melissa Fowler,積體電路-IC,Lattice,ECP2/M,196.35,1978,2022-01-07,"USS Freeman
FPO AA 21495"
PO-1652,2021-06-06,Caroline Stewart,光電產品,Melexis,MLX75027,14.700000000000001,2727,2022-02-08,"84537 Smith Key
North Danielport, VT 81178"
PO-1653,2022-01-10,Angelica Owens,類比-IC,STMicroelectronics,BALF-NRG-01D3,118.65,2259,2022-06-08,"USCGC Garcia
FPO AA 02726"
PO-1654,2022-02-18,Gregory Schultz,嵌入式模組,Silicon Labs,EFR32ZG,286.65000000000003,1851,2022-02-22,"PSC 6565, Box 2955
APO AP 54457"
PO-1655,2021-06-05,Melissa Tapia,非光學傳感器,Superior Sensor Technology,HV Series,65.10000000000001,2406,2021-12-21,"4576 Colon Road
North Victoria, VA 34139"
PO-1656,2021-07-09,Mary Harmon,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,1238,2021-10-02,"5307 Smith Street
Brianfurt, AZ 53932"
PO-1657,2021-04-18,Dawn Brown,類比-IC,ROHM,BU18TD3WG,123.9,1723,2021-11-06,"260 Pamela Orchard
New Lindseytown, SD 88636"
PO-1658,2022-04-16,Cynthia Randall,記憶體,Western Digital (SanDisk),iNAND 7232,162.75,2266,2022-05-24,"891 Michael River Apt. 511
New Andresmouth, GA 17570"
PO-1659,2022-03-20,Nicole Austin,光電產品,ams OSRAM,SFH 4725AS A01,76.65,2803,2022-06-03,"76719 Jay Plaza Apt. 802
Taylorshire, WI 17177"
PO-1660,2022-02-02,Mark Liu,離散式元件,Littelfuse,LSIC1MO120E0080,201.60000000000002,2205,2022-04-26,"97809 Sanchez Lodge
Lawsonton, MO 36132"
PO-1661,2021-12-30,Stefanie Cohen,積體電路-IC,Lattice,LCMXO2-4000HC-4BG256I,12.600000000000001,1586,2022-03-27,"805 Edward Fork Apt. 597
South Hannah, MS 40832"
PO-1662,2021-08-20,Jay Allen,機電產品,xMEMS Labs,Montara Series,206.85000000000002,1427,2022-01-03,"654 Evans Summit Apt. 201
Torresfort, WY 26966"
PO-1663,2022-02-17,Lori Ross,積體電路-IC,Skyworks,Si5332,300.3,1437,2022-04-21,"690 Rhonda Pine
Joelburgh, WA 19111"
PO-1664,2021-09-21,Vicki Hernandez,記憶體,Western Digital (SanDisk),iNAND 7250,130.20000000000002,2699,2022-01-25,"98885 Saunders Brooks
Lake Karla, AR 00909"
PO-1665,2021-12-11,Jacob Hart,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2611,2022-04-07,"432 Jill Center
Melissaview, TX 55210"
PO-1666,2022-01-22,Pamela Weaver,類比-IC,Monolithic Power Systems,MP8110,252.0,1756,2022-05-18,"269 Shawn Flat
Dyerville, IA 09588"
PO-1667,2021-11-27,Michael Peters,類比-IC,Monolithic Power Systems,MP8110,252.0,1828,2022-03-25,"7644 Glover Village
Burnsmouth, ND 45759"
PO-1668,2022-04-10,Xavier Patton,微型組件,Marvell,CNF95XX,142.8,2667,2022-06-14,"2945 Ortiz Ferry
West Michaelaburgh, AZ 18658"
PO-1669,2021-05-04,Edward Hayes,嵌入式模組,Silicon Labs,RS9116N-SB00-B00,232.05,1809,2022-06-23,"Unit 7500 Box 9086
DPO AP 21862"
PO-1670,2021-08-14,Sally Hicks,類比-IC,Torex Semiconductor,XC9143 / XC9144,78.75,2326,2022-04-08,"Unit 2421 Box 7125
DPO AP 28443"
PO-1671,2021-04-16,Diana Johnson,非光學傳感器,STMicroelectronics,LIS25BA,51.45,2845,2021-07-10,"93544 Christopher Way
North Tristanborough, WY 01916"
PO-1672,2021-06-04,Robert Rhodes,類比-IC,Celeno,CL8046,74.55,1447,2021-09-04,"1177 Kaitlyn Hills
Colemanchester, KY 71431"
PO-1673,2021-09-02,Lynn Dominguez,離散式元件,Littelfuse,437A Series,47.25,2651,2022-05-15,"79026 Hale Camp Suite 913
Paultown, MI 79787"
PO-1674,2021-08-31,Robert Stone,離散式元件,KEC,2N3904,257.25,1021,2021-12-31,"727 John Turnpike Apt. 395
East Andreahaven, OK 91172"
PO-1675,2021-08-14,Julie Molina,微型組件,STMicroelectronics,STA1295,87.15,1945,2021-09-27,"PSC 3403, Box 9878
APO AE 70700"
PO-1676,2021-04-17,Mr. Keith Jones,類比-IC,Power Integrations,InnoSwitch3-Pro,161.70000000000002,1446,2022-03-21,"05920 Yoder Drive Suite 921
Jessicaville, AK 24521"
PO-1677,2021-08-05,Daniel Stevenson,軟體類,Cyberlink,000,52.5,1753,2021-10-07,"129 Cook Land Suite 765
Stephanieberg, AK 67758"
PO-1678,2021-12-25,John Vaughan,軟體類,Cyberlink,000,52.5,2822,2022-04-10,"6547 Phillips Flat Apt. 370
Carrillochester, IA 01739"
PO-1679,2022-05-14,Jamie Jackson,類比-IC,Celeno,CL8046,74.55,1546,2022-06-12,"610 Gregory Lakes Apt. 029
Allenville, GA 41702"
PO-1680,2021-12-14,Vincent Davis,非光學傳感器,TDK InvenSense,IAM-20680HP,253.05,2119,2022-03-25,"090 Garner Drive
Port Dylanfurt, FL 37992"
PO-1681,2021-09-26,Jessica Garcia,類比-IC,Torex Semiconductor,XC9272 Series,12.600000000000001,1091,2022-01-19,"18122 Gallagher Underpass
Deanchester, NH 26339"
PO-1682,2021-11-29,Kelly Johnson,微型組件,Marvell,Marvell Avanta,269.85,2284,2022-03-24,"65932 Robinson Mission Suite 769
West Kathleen, NE 39350"
PO-1683,2021-06-03,Sandra Miller,積體電路-IC,Lattice,MachXO2,214.20000000000002,2068,2021-07-14,"3792 Andrea Lock
Christineville, NC 64008"
PO-1684,2021-05-31,Raymond Banks,離散式元件,Littelfuse,AXGD Series,213.15,1738,2021-09-25,"594 Reed Ridge Apt. 765
New Karenview, IL 29186"
PO-1685,2021-08-09,Crystal Nelson,非光學傳感器,TDK InvenSense,ICM-42688-P,236.25,2390,2022-04-26,"8217 Andrade Glen
East Andreafurt, KS 03202"
PO-1686,2021-10-05,Angela Lester,微型組件,STMicroelectronics,STA1295,87.15,1933,2022-04-18,"9273 Albert Street
Wilsonmouth, NJ 37287"
PO-1687,2022-01-02,Robert Gallegos,微型組件,Marvell,"SATA, SAS, and PCIe expertise enable complete solutions for Enterprise, Datacenter, and Client SSD markets.",265.65000000000003,1086,2022-03-25,"1583 Christopher Mount Suite 213
West Ryan, HI 35901"
PO-1688,2021-10-26,Charles Carson,嵌入式模組,USI,WM-BN-BM26_A,18.900000000000002,2991,2022-04-29,"0974 Jacob Valleys
Brownmouth, KY 05117"
PO-1689,2022-01-04,Pam Thomas,嵌入式模組,Taoglas,EDGE,107.10000000000001,1447,2022-03-18,"619 May Plains
East Steveland, LA 10043"
PO-1690,2022-02-23,Calvin Martinez,非光學傳感器,Sony Semiconductor,CXD5605,70.35000000000001,2269,2022-05-13,"5444 Randolph Walk Suite 787
Bankschester, CA 65542"
PO-1691,2021-04-23,Alison Nunez,嵌入式模組,Thales,EXS82-W,160.65,2452,2021-11-10,"57543 Katherine Fords
Lake Gabrielle, MS 65193"
PO-1692,2022-05-03,Kevin Schultz,測試及測量,Rohde & Schwarz,R&S®NRP2 Power Meter,195.3,1410,2022-06-08,"11471 Goodwin Lane
Kurtland, AL 63172"
PO-1693,2021-11-19,Valerie Elliott,離散式元件,UnitedSiC,UJ3D,250.95000000000002,1325,2022-04-17,"85485 Thomas Fork Suite 632
North Jamieburgh, AK 50633"
PO-1694,2021-07-08,Benjamin Weaver,積體電路-IC,Skyworks,Si539x,262.5,1747,2021-08-29,"1626 Michelle Green Suite 608
Sandraton, CT 05226"
PO-1695,2022-05-16,Todd Franklin,離散式元件,UnitedSiC,UJ3D,250.95000000000002,1325,2022-05-24,"6379 Erin Trail
Port Whitney, KS 31079"
PO-1696,2022-05-24,Michael Hughes,非光學傳感器,ams OSRAM,TMF8701,51.45,1437,2022-06-12,"5700 Kelly Trail Suite 455
Shelbystad, IN 94472"
PO-1697,2021-10-04,Adam Espinoza,類比-IC,Silicon Labs,MCU+BLE,110.25,1550,2022-02-04,"92912 Kurt Locks
Staffordport, NJ 11776"
PO-1698,2021-07-21,Jennifer Kent,類比-IC,Torex Semiconductor,XC6222,106.05000000000001,1022,2022-06-06,"985 Mercado Terrace
South Shari, VA 67585"
PO-1699,2022-01-01,Jean Flores,光電產品,ams OSRAM,SFH 4725AS A01,76.65,2090,2022-05-12,"25142 Christopher Lake Suite 426
Andrewhaven, CA 32488"
PO-1700,2021-11-15,Grace Jones,類比-IC,Libre Wireless Technologies,MAVID,64.05,2268,2021-12-22,"509 Laurie Isle
Kristenchester, MI 92077"
PO-1701,2022-04-14,Jennifer Ward,機電產品,TDK InvenSense,T3903,96.60000000000001,1402,2022-06-13,"792 Johnson Stravenue Apt. 045
Walkershire, NY 08762"
PO-1702,2022-03-25,Mary Peters,類比-IC,Torex Semiconductor,XC9272 Series,12.600000000000001,1798,2022-07-01,"905 Jeffrey Overpass Apt. 515
Katrinaburgh, OK 59233"
PO-1703,2022-05-01,Justin Johnson,嵌入式模組,Summit Wireless,LG Innotek (LGIT) WiSA Wireless Audio Tx Dongle,19.95,2255,2022-05-17,"478 Brown Locks Apt. 500
Youngfurt, NC 97609"
PO-1704,2022-01-02,Edwin Rivera,積體電路-IC,Lattice,ECP2/M,196.35,2817,2022-01-30,"64176 Marilyn Landing
Gloriachester, HI 31744"
PO-1705,2021-06-07,Jose Ramirez,嵌入式模組,ROHM,BSMXXXX series,264.6,2540,2022-05-05,"60731 Zachary Street Suite 581
Port Stephanieport, AK 44995"
PO-1706,2021-09-15,Stephanie Smith,類比-IC,Torex Semiconductor,XC9281 / XC9282,13.65,1349,2021-12-28,"798 Matthew Knoll Suite 190
Morganport, IN 88817"
PO-1707,2022-05-12,Christine Chavez,測試及測量,Silanna,SZ1110,87.15,1459,2022-06-28,"337 Frye Fall Suite 293
East Matthew, CO 60206"
PO-1708,2021-06-04,Victoria Tucker,嵌入式模組,Thales,PLS8,64.05,2091,2021-10-09,"816 David Falls Suite 638
Vegaport, VA 46822"
PO-1709,2022-04-07,Russell Sullivan,微型組件,STMicroelectronics,STM32WB,158.55,1995,2022-05-26,"69939 Walker Loop
Schaeferfort, AL 83943"
